frame,id,width,xVelocity,yVelocity,xAcceleration,dhw
6001,car229,5.0,5.684,0.0,-0.505,8.049
6001,car222,5.0,5.116,0.0,-0.615,9.296
6001,car221,5.0,4.086,0.0,-0.786,16.957
6001,car207,5.0,4.801,0.0,-0.712,8.106
6001,car199,5.0,5.687,0.0,-0.497,15.416
6001,car196,5.0,5.242,0.0,0.224,13.799
6001,car214,5.0,6.327,0.0,-0.194,11.078
6001,car171,5.0,6.421,0.0,-0.306,10.384
6001,car211,5.0,6.136,0.0,-0.295,12.186
6001,car152,5.0,3.715,0.0,0.019,8.413
6001,car139,5.0,3.972,0.0,-0.242,10.073
6001,car137,5.0,5.917,-2.99,0.086,25.471
6001,car204,5.0,4.931,0.0,-0.101,28.964
6001,car189,5.0,5.009,0.0,-0.132,9.278
6001,car208,5.0,4.901,0.0,-0.1,-4.705
6001,car197,5.0,4.459,0.041,-0.205,10.971
6001,car192,5.0,4.31,0.0,-0.179,9.412
6001,car160,5.0,3.888,0.238,-0.209,-0.325
6001,car178,5.0,4.529,0.0,-0.208,-6.81
6001,bus14,12.0,4.47,0.0,-0.259,7.363
6001,car166,5.0,3.818,0.0,-0.44,9.243
6001,car163,5.0,2.743,0.0,-0.154,10.228
6001,car194,5.0,5.243,0.646,-0.242,1.313
6001,car181,5.0,4.615,0.34,-0.139,-5.126
6001,car203,5.0,4.625,0.0,-0.176,9.541
6001,bus16,12.0,4.138,0.536,-0.009,-8.084
6001,car185,5.0,4.226,0.0,-0.117,2.874
6001,car176,5.0,4.546,-0.068,-0.121,-4.386
6001,car172,5.0,3.911,0.0,-0.068,9.777
6001,car173,5.0,3.844,0.035,0.136,6.275
6001,car168,5.0,3.674,0.011,0.391,7.495
6001,car164,5.0,3.629,0.715,0.748,-7.165
6001,car206,5.0,5.978,0.0,0.044,6.733
6001,car201,5.0,6.063,0.0,-0.005,12.409
6001,car195,5.0,6.014,0.0,-1.006,9.911
6001,car191,5.0,6.492,0.0,0.018,-5.359
6001,car175,5.0,5.09,0.0,0.301,9.196
6001,car184,5.0,5.432,0.0,0.314,9.047
6001,car180,5.0,5.907,0.0,0.235,9.505
6002,car229,5.0,5.667,0.0,-0.516,8.038
6002,car222,5.0,5.095,0.0,-0.625,9.276
6002,car221,5.0,4.059,0.0,-0.791,16.922
6002,car207,5.0,4.776,0.0,-0.721,8.131
6002,car199,5.0,5.67,0.0,-0.51,15.446
6002,car196,5.0,5.249,0.0,0.213,13.785
6002,car214,5.0,6.32,0.0,-0.2,11.095
6002,car171,5.0,6.412,0.0,-0.288,10.387
6002,car211,5.0,6.126,0.0,-0.282,12.177
6002,car152,5.0,3.716,-0.013,0.014,8.376
6002,car139,5.0,3.964,0.0,-0.242,10.081
6002,car137,5.0,5.924,-2.956,0.188,25.537
6002,car204,5.0,4.927,0.0,-0.109,28.978
6002,car189,5.0,5.005,0.0,-0.141,9.281
6002,car208,5.0,4.898,0.0,-0.095,-4.709
6002,car197,5.0,4.452,0.041,-0.188,10.956
6002,car192,5.0,4.302,0.0,-0.224,9.407
6002,car160,5.0,3.881,0.204,-0.202,-0.34
6002,car178,5.0,4.521,0.0,-0.219,-6.8
6002,bus14,12.0,4.459,0.0,-0.305,7.361
6002,car166,5.0,3.803,0.0,-0.434,9.22
6002,car163,5.0,2.738,0.0,-0.147,10.192
6002,car194,5.0,5.235,0.612,-0.242,1.407
6002,car181,5.0,4.61,0.374,-0.148,-5.14
6002,car203,5.0,4.619,0.0,-0.178,9.541
6002,bus16,12.0,4.138,0.502,-0.001,-8.089
6002,car185,5.0,4.222,0.0,-0.104,2.876
6002,car176,5.0,4.542,0.0,-0.125,-4.375
6002,car172,5.0,3.909,0.0,-0.067,9.755
6002,car173,5.0,3.847,0.001,0.111,6.273
6002,car168,5.0,3.687,0.045,0.391,7.49
6002,car164,5.0,3.654,0.749,0.754,-7.134
6002,car206,5.0,5.98,0.0,0.055,6.852
6002,car201,5.0,6.058,0.0,-0.138,12.412
6002,car195,5.0,5.98,0.0,-1.009,9.908
6002,car191,5.0,6.492,0.0,0.018,-5.279
6002,car175,5.0,5.1,0.0,0.291,9.215
6002,car184,5.0,5.442,0.0,0.309,9.059
6002,car180,5.0,5.915,0.0,0.239,9.521
6003,car238,5.0,5.97,0.0,-0.404,8.226
6003,car229,5.0,5.649,0.0,-0.525,8.027
6003,car222,5.0,5.073,0.0,-0.64,9.257
6003,car221,5.0,4.032,0.0,-0.792,16.887
6003,car207,5.0,4.752,0.0,-0.719,8.155
6003,car199,5.0,5.653,0.0,-0.484,15.477
6003,car196,5.0,5.258,0.0,0.239,13.771
6003,car214,5.0,6.314,0.0,-0.192,11.112
6003,car171,5.0,6.402,0.0,-0.271,10.39
6003,car211,5.0,6.116,0.0,-0.287,12.167
6003,car152,5.0,3.701,-0.006,-0.424,8.341
6003,car139,5.0,3.958,0.0,-0.173,10.09
6003,car137,5.0,5.934,-2.922,0.29,25.604
6003,car204,5.0,4.924,0.0,-0.102,28.992
6003,car189,5.0,5.0,0.0,-0.122,9.283
6003,car208,5.0,4.895,0.0,-0.105,-4.712
6003,car197,5.0,4.447,0.041,-0.161,10.94
6003,car192,5.0,4.29,0.0,-0.365,9.401
6003,car160,5.0,3.874,0.17,-0.198,-0.354
6003,car178,5.0,4.514,0.0,-0.215,-6.79
6003,bus14,12.0,4.447,0.0,-0.345,7.358
6003,car166,5.0,3.788,0.0,-0.429,9.198
6003,car163,5.0,2.733,0.0,-0.147,10.156
6003,car194,5.0,5.227,0.578,-0.224,1.499
6003,car181,5.0,4.606,0.408,-0.114,-5.153
6003,car203,5.0,4.613,0.0,-0.173,9.541
6003,bus16,12.0,4.139,0.468,0.043,-8.095
6003,car185,5.0,4.218,0.0,-0.125,2.879
6003,car176,5.0,4.538,0.0,-0.122,-4.364
6003,car172,5.0,3.906,0.0,-0.089,9.734
6003,car173,5.0,3.851,-0.033,0.11,6.271
6003,car168,5.0,3.701,0.011,0.396,7.485
6003,car164,5.0,3.68,0.0,0.765,-7.102
6003,car206,5.0,5.981,0.0,0.041,6.97
6003,car201,5.0,6.053,0.0,-0.156,12.414
6003,car195,5.0,5.945,0.0,-1.01,9.904
6003,car191,5.0,6.493,0.0,0.021,-5.199
6003,car175,5.0,5.11,0.0,0.296,9.234
6003,car184,5.0,5.452,0.0,0.304,9.071
6003,car180,5.0,5.923,0.0,0.217,9.537
6004,car238,5.0,5.957,0.0,-0.389,8.219
6004,car229,5.0,5.63,0.0,-0.551,8.016
6004,car222,5.0,5.051,0.0,-0.65,9.237
6004,car221,5.0,4.005,0.0,-0.786,16.851
6004,car207,5.0,4.728,0.0,-0.708,8.18
6004,car199,5.0,5.638,0.0,-0.459,15.508
6004,car196,5.0,5.267,0.0,0.264,13.759
6004,car214,5.0,6.308,0.0,-0.171,11.129
6004,car171,5.0,6.394,0.0,-0.256,10.393
6004,car211,5.0,6.093,0.0,-0.674,12.157
6004,car152,5.0,3.688,-0.04,-0.38,8.305
6004,car139,5.0,3.955,0.0,-0.09,10.099
6004,car137,5.0,5.947,-2.888,0.392,25.672
6004,car204,5.0,4.92,0.0,-0.102,29.006
6004,car189,5.0,4.996,0.0,-0.116,9.286
6004,car208,5.0,4.891,0.0,-0.102,-4.716
6004,car197,5.0,4.441,0.041,-0.174,10.925
6004,car192,5.0,4.277,0.0,-0.363,9.396
6004,car160,5.0,3.867,0.136,-0.206,-0.368
6004,car178,5.0,4.507,0.0,-0.224,-6.78
6004,bus14,12.0,4.436,0.0,-0.331,7.356
6004,car166,5.0,3.774,0.0,-0.429,9.176
6004,car163,5.0,2.728,0.0,-0.147,10.12
6004,car194,5.0,5.219,0.544,-0.229,1.591
6004,car181,5.0,4.603,0.442,-0.098,-5.167
6004,car203,5.0,4.608,0.0,-0.148,9.541
6004,bus16,12.0,4.14,0.434,0.024,-8.099
6004,car185,5.0,4.214,0.0,-0.108,2.882
6004,car176,5.0,4.534,0.0,-0.106,-4.353
6004,car172,5.0,3.902,0.0,-0.092,9.712
6004,car173,5.0,3.855,-0.016,0.111,6.27
6004,car168,5.0,3.715,-0.006,0.411,7.48
6004,car164,5.0,3.706,-0.034,0.764,-7.069
6004,car206,5.0,5.982,0.0,0.017,7.087
6004,car201,5.0,6.046,0.0,-0.195,12.417
6004,car195,5.0,5.912,0.0,-0.998,9.9
6004,car191,5.0,6.494,0.0,0.022,-5.119
6004,car175,5.0,5.121,0.0,0.309,9.254
6004,car184,5.0,5.462,0.0,0.293,9.082
6004,car180,5.0,5.93,0.0,0.213,9.553
6005,car238,5.0,5.944,0.0,-0.379,8.212
6005,car229,5.0,5.612,0.0,-0.528,8.005
6005,car222,5.0,5.03,0.0,-0.616,9.217
6005,car221,5.0,4.0,0.0,-0.148,16.816
6005,car207,5.0,4.704,0.0,-0.692,8.204
6005,car199,5.0,5.623,0.0,-0.437,15.539
6005,car196,5.0,5.276,0.0,0.288,13.747
6005,car137,5.0,5.964,-2.854,0.494,14.833
6005,car214,5.0,6.302,0.0,-0.18,11.146
6005,car171,5.0,6.386,0.0,-0.236,10.396
6005,car211,5.0,6.072,0.0,-0.642,12.146
6005,car152,5.0,3.682,-0.006,-0.176,8.271
6005,car139,5.0,3.954,0.0,-0.01,10.108
6005,car204,5.0,4.917,0.0,-0.101,29.019
6005,car189,5.0,4.993,0.0,-0.107,9.288
6005,car208,5.0,4.887,0.0,-0.111,-4.72
6005,car197,5.0,4.436,0.041,-0.156,10.91
6005,car192,5.0,4.265,0.0,-0.364,9.39
6005,car160,5.0,3.86,0.136,-0.212,-0.381
6005,car178,5.0,4.498,0.0,-0.239,-6.77
6005,bus14,12.0,4.424,0.0,-0.361,7.353
6005,car166,5.0,3.759,0.0,-0.429,9.153
6005,car163,5.0,2.723,0.0,-0.148,10.085
6005,car194,5.0,5.211,0.51,-0.233,1.681
6005,car181,5.0,4.599,0.476,-0.101,-5.18
6005,car203,5.0,4.603,0.0,-0.157,9.541
6005,bus16,12.0,4.141,0.4,0.027,-8.103
6005,car185,5.0,4.211,0.0,-0.095,2.884
6005,car176,5.0,4.531,0.0,-0.1,-4.342
6005,car172,5.0,3.9,0.0,-0.075,9.691
6005,car173,5.0,3.859,0.018,0.129,6.268
6005,car168,5.0,3.729,-0.017,0.409,7.476
6005,car164,5.0,3.733,-0.068,0.774,-7.034
6005,car206,5.0,5.983,0.0,0.033,7.204
6005,car201,5.0,6.039,0.0,-0.23,12.418
6005,car195,5.0,5.878,0.0,-0.984,9.894
6005,car191,5.0,6.495,0.0,0.025,-5.039
6005,car175,5.0,5.131,0.0,0.31,9.275
6005,car184,5.0,5.472,0.0,0.283,9.094
6005,car180,5.0,5.936,0.0,0.185,9.569
6006,car238,5.0,5.932,0.0,-0.347,8.206
6006,car229,5.0,5.594,0.0,-0.548,7.993
6006,car222,5.0,5.016,0.0,-0.41,9.197
6006,car221,5.0,3.976,0.0,-0.72,16.781
6006,car207,5.0,4.681,0.0,-0.673,8.228
6006,car199,5.0,5.61,0.0,-0.381,15.571
6006,car196,5.0,5.288,0.0,0.35,13.736
6006,car137,5.0,5.984,0.0,0.596,14.857
6006,car214,5.0,6.296,0.0,-0.19,11.162
6006,car171,5.0,6.378,0.0,-0.232,10.399
6006,car211,5.0,6.056,0.0,-0.469,12.135
6006,car152,5.0,3.683,0.0,0.028,8.237
6006,car139,5.0,3.946,0.0,-0.253,10.117
6006,car204,5.0,4.915,0.0,-0.066,29.032
6006,car189,5.0,4.99,0.0,-0.076,9.291
6006,car208,5.0,4.883,0.0,-0.116,-4.723
6006,car197,5.0,4.431,0.007,-0.145,10.894
6006,car192,5.0,4.253,0.0,-0.358,9.384
6006,car160,5.0,3.853,0.102,-0.213,-0.395
6006,car178,5.0,4.491,0.0,-0.221,-6.761
6006,bus14,12.0,4.412,0.0,-0.363,7.351
6006,car166,5.0,3.745,0.0,-0.426,9.13
6006,car163,5.0,2.465,0.0,-7.587,10.042
6006,car194,5.0,5.203,0.476,-0.237,1.771
6006,car181,5.0,4.596,0.51,-0.091,-5.193
6006,car203,5.0,4.598,0.0,-0.149,9.541
6006,bus16,12.0,4.14,0.366,-0.021,-8.107
6006,car185,5.0,4.209,0.0,-0.058,2.886
6006,car176,5.0,4.526,0.0,-0.128,-4.332
6006,car172,5.0,3.898,0.0,-0.048,9.67
6006,car173,5.0,3.863,-0.005,0.12,6.267
6006,car168,5.0,3.743,0.007,0.418,7.472
6006,car164,5.0,3.758,-0.102,0.754,-6.991
6006,car206,5.0,5.984,0.0,0.035,7.32
6006,car201,5.0,6.03,0.0,-0.262,12.42
6006,car195,5.0,5.845,0.0,-0.967,9.888
6006,car191,5.0,6.496,0.0,0.031,-4.959
6006,car175,5.0,5.142,0.0,0.325,9.296
6006,car184,5.0,5.481,0.0,0.258,9.105
6006,car180,5.0,5.942,0.0,0.179,9.584
6007,car238,5.0,5.922,0.0,-0.305,8.199
6007,car229,5.0,5.575,0.0,-0.532,7.981
6007,car222,5.0,4.995,0.0,-0.625,9.178
6007,car221,5.0,3.952,0.0,-0.71,16.745
6007,car207,5.0,4.659,0.0,-0.641,8.252
6007,car199,5.0,5.6,0.0,-0.303,15.603
6007,car196,5.0,5.303,0.0,0.432,13.726
6007,car137,5.0,6.008,-0.034,0.698,14.881
6007,car214,5.0,6.289,0.0,-0.205,11.178
6007,car171,5.0,6.37,0.0,-0.234,10.402
6007,car211,5.0,6.047,0.0,-0.266,12.124
6007,car152,5.0,3.684,0.0,0.021,8.204
6007,car139,5.0,3.937,0.0,-0.252,10.126
6007,car204,5.0,4.913,0.0,-0.052,29.044
6007,car189,5.0,4.988,0.0,-0.059,9.293
6007,car208,5.0,4.88,0.0,-0.113,-4.727
6007,car197,5.0,4.426,0.008,-0.134,10.879
6007,car192,5.0,4.241,0.0,-0.355,9.378
6007,car160,5.0,3.846,0.068,-0.209,-0.408
6007,car178,5.0,4.483,0.0,-0.225,-6.751
6007,bus14,12.0,4.397,0.0,-0.418,7.348
6007,car166,5.0,3.719,0.0,-0.751,9.107
6007,car163,5.0,2.209,0.0,-7.528,9.99
6007,car194,5.0,5.196,0.442,-0.222,1.859
6007,car181,5.0,4.594,0.544,-0.058,-5.207
6007,car203,5.0,4.592,0.0,-0.18,9.541
6007,bus16,12.0,4.141,0.332,0.009,-8.111
6007,car185,5.0,4.208,0.0,-0.04,2.889
6007,car176,5.0,4.521,0.0,-0.139,-4.321
6007,car172,5.0,3.896,0.0,-0.063,9.648
6007,car173,5.0,3.868,-0.019,0.131,6.266
6007,car168,5.0,3.756,0.04,0.385,7.468
6007,car164,5.0,3.784,-0.136,0.76,-6.937
6007,car206,5.0,5.986,0.0,0.045,7.435
6007,car201,5.0,6.02,0.0,-0.283,12.421
6007,car195,5.0,5.813,0.0,-0.947,9.881
6007,car191,5.0,6.497,0.0,0.043,-4.879
6007,car175,5.0,5.153,0.0,0.326,9.317
6007,car184,5.0,5.49,0.0,0.269,9.117
6007,car180,5.0,5.949,0.0,0.206,9.6
6008,car238,5.0,5.908,0.0,-0.4,8.193
6008,car229,5.0,5.556,0.0,-0.559,7.969
6008,car222,5.0,4.974,0.0,-0.594,9.158
6008,car221,5.0,3.928,0.0,-0.692,16.71
6008,car207,5.0,4.639,0.0,-0.585,8.276
6008,car199,5.0,5.592,0.0,-0.22,15.635
6008,car196,5.0,5.321,0.0,0.527,13.717
6008,car214,5.0,6.282,0.0,-0.208,11.194
6008,car171,5.0,6.362,0.0,-0.242,10.404
6008,car211,5.0,6.037,0.0,-0.272,12.113
6008,car152,5.0,3.67,0.0,-0.427,8.171
6008,car139,5.0,3.928,0.0,-0.251,10.134
6008,car204,5.0,4.911,0.0,-0.05,29.055
6008,car189,5.0,4.987,0.0,-0.05,9.296
6008,car208,5.0,4.876,0.0,-0.108,-4.731
6008,car197,5.0,4.421,-0.017,-0.165,10.863
6008,car192,5.0,4.229,0.0,-0.343,9.371
6008,car160,5.0,3.838,0.0,-0.215,-0.422
6008,car178,5.0,4.476,0.0,-0.225,-6.742
6008,bus14,12.0,4.382,0.0,-0.45,7.345
6008,car166,5.0,3.694,0.0,-0.736,9.084
6008,car163,5.0,2.124,0.0,-2.508,9.937
6008,car194,5.0,5.189,0.408,-0.204,1.947
6008,car181,5.0,4.593,0.578,-0.049,-5.22
6008,car203,5.0,4.586,0.0,-0.159,9.541
6008,bus16,12.0,4.143,0.298,0.054,-8.114
6008,car185,5.0,4.206,0.0,-0.033,2.891
6008,car176,5.0,4.517,0.0,-0.143,-4.31
6008,car172,5.0,3.895,0.0,-0.041,9.627
6008,car173,5.0,3.871,0.015,0.106,6.265
6008,car168,5.0,3.769,0.006,0.371,7.464
6008,car164,5.0,3.81,-0.17,0.757,-6.88
6008,car206,5.0,5.987,0.0,0.044,7.55
6008,car201,5.0,6.01,0.0,-0.29,12.422
6008,car195,5.0,5.782,0.0,-0.925,9.873
6008,car191,5.0,6.499,0.0,0.043,-4.799
6008,car175,5.0,5.164,0.0,0.317,9.339
6008,car184,5.0,5.499,0.0,0.262,9.128
6008,car180,5.0,5.956,0.0,0.206,9.615
6009,car238,5.0,5.895,0.0,-0.385,8.187
6009,car229,5.0,5.538,0.0,-0.536,7.957
6009,car222,5.0,4.955,0.0,-0.577,9.138
6009,car221,5.0,3.906,0.0,-0.664,16.674
6009,car207,5.0,4.631,0.0,-0.242,8.301
6009,car199,5.0,5.588,0.0,-0.129,15.668
6009,car196,5.0,5.342,0.0,0.623,13.708
6009,car214,5.0,6.275,0.0,-0.199,11.21
6009,car171,5.0,6.354,0.0,-0.229,10.407
6009,car211,5.0,6.015,0.0,-0.667,12.101
6009,car152,5.0,3.655,0.0,-0.414,8.137
6009,car139,5.0,3.92,0.0,-0.25,10.143
6009,car204,5.0,4.91,0.0,-0.039,29.067
6009,car189,5.0,4.985,0.0,-0.039,9.299
6009,car208,5.0,4.873,0.0,-0.088,-4.734
6009,car197,5.0,4.415,0.01,-0.163,10.848
6009,car192,5.0,4.218,0.0,-0.336,9.364
6009,car160,5.0,3.831,0.0,-0.211,-0.435
6009,car178,5.0,4.468,0.0,-0.219,-6.733
6009,bus14,12.0,4.366,0.0,-0.459,7.341
6009,car166,5.0,3.67,0.0,-0.694,9.06
6009,car163,5.0,2.045,0.0,-2.304,9.882
6009,car194,5.0,5.182,0.374,-0.191,2.033
6009,car181,5.0,4.591,0.612,-0.043,-5.234
6009,car203,5.0,4.582,0.0,-0.115,9.541
6009,bus16,12.0,4.145,0.264,0.078,-8.116
6009,car185,5.0,4.205,0.0,-0.027,2.893
6009,car176,5.0,4.511,0.0,-0.154,-4.3
6009,car172,5.0,3.894,0.0,-0.037,9.606
6009,car173,5.0,3.874,0.049,0.081,6.265
6009,car168,5.0,3.781,-0.028,0.363,7.461
6009,car164,5.0,3.836,-0.204,0.757,-6.819
6009,car206,5.0,5.987,0.0,0.009,7.664
6009,car201,5.0,5.999,0.0,-0.335,12.422
6009,car195,5.0,5.75,0.0,-0.923,9.865
6009,car191,5.0,6.5,0.0,0.035,-4.719
6009,car175,5.0,5.175,0.0,0.325,9.362
6009,car184,5.0,5.508,0.0,0.27,9.139
6009,car180,5.0,5.963,0.0,0.196,9.631
6010,car238,5.0,5.883,0.0,-0.371,8.18
6010,car229,5.0,5.52,0.0,-0.545,7.945
6010,car222,5.0,4.935,0.0,-0.574,9.118
6010,car221,5.0,3.89,0.0,-0.461,16.639
6010,car207,5.0,4.617,0.0,-0.413,8.325
6010,car199,5.0,5.584,0.0,-0.095,15.7
6010,car196,5.0,5.365,0.0,0.664,13.701
6010,car214,5.0,6.269,0.0,-0.164,11.226
6010,car171,5.0,6.346,0.0,-0.246,10.41
6010,car211,5.0,5.992,0.0,-0.656,12.089
6010,car152,5.0,3.642,0.0,-0.405,8.104
6010,car139,5.0,3.912,0.0,-0.247,10.153
6010,car204,5.0,4.908,0.0,-0.055,29.078
6010,car189,5.0,4.984,0.0,-0.027,9.301
6010,car208,5.0,4.871,0.0,-0.069,-4.738
6010,car197,5.0,4.409,-0.01,-0.187,10.832
6010,car192,5.0,4.207,0.0,-0.326,9.358
6010,car160,5.0,3.824,0.0,-0.216,-0.448
6010,car178,5.0,4.461,0.0,-0.221,-6.724
6010,bus14,12.0,4.351,0.0,-0.469,7.337
6010,car166,5.0,3.647,0.0,-0.674,9.036
6010,car163,5.0,1.974,0.0,-2.1,9.825
6010,car194,5.0,5.176,0.374,-0.199,2.119
6010,car181,5.0,4.59,0.646,-0.045,-5.247
6010,car203,5.0,4.579,0.0,-0.098,9.54
6010,bus16,12.0,4.148,0.23,0.094,-8.118
6010,car185,5.0,4.205,0.0,-0.025,2.895
6010,car176,5.0,4.506,0.0,-0.166,-4.29
6010,car172,5.0,3.892,0.0,-0.034,9.585
6010,car173,5.0,3.877,0.049,0.076,6.264
6010,car168,5.0,3.793,0.006,0.366,7.458
6010,car164,5.0,3.861,-0.238,0.747,-6.755
6010,car206,5.0,5.988,0.0,0.027,7.777
6010,car201,5.0,5.986,0.0,-0.381,12.422
6010,car195,5.0,5.719,0.0,-0.914,9.856
6010,car191,5.0,6.502,0.0,0.05,-4.639
6010,car175,5.0,5.186,0.0,0.32,9.385
6010,car184,5.0,5.518,0.0,0.288,9.151
6010,car180,5.0,5.97,0.0,0.202,9.646
6011,car238,5.0,5.87,0.0,-0.365,8.174
6011,car229,5.0,5.501,0.0,-0.565,7.932
6011,car222,5.0,4.917,0.0,-0.534,9.098
6011,car221,5.0,3.87,0.0,-0.571,16.603
6011,car207,5.0,4.604,0.0,-0.376,8.35
6011,car199,5.0,5.581,0.0,-0.115,15.734
6011,car196,5.0,5.387,0.0,0.656,13.694
6011,car214,5.0,6.264,0.0,-0.15,11.241
6011,car171,5.0,6.337,0.0,-0.253,10.412
6011,car211,5.0,5.97,0.0,-0.645,12.077
6011,car152,5.0,3.628,0.0,-0.403,8.071
6011,car139,5.0,3.903,0.0,-0.246,10.162
6011,car204,5.0,4.906,0.0,-0.049,29.088
6011,car189,5.0,4.984,0.0,-0.018,9.304
6011,car208,5.0,4.869,0.0,-0.056,-4.742
6011,car197,5.0,4.403,0.024,-0.183,10.816
6011,car192,5.0,4.196,0.0,-0.314,9.351
6011,car160,5.0,3.816,0.0,-0.223,-0.461
6011,car178,5.0,4.453,0.0,-0.217,-6.716
6011,bus14,12.0,4.337,0.0,-0.403,7.333
6011,car166,5.0,3.625,0.0,-0.664,9.012
6011,car163,5.0,1.91,0.0,-1.896,9.766
6011,car194,5.0,5.169,0.34,-0.2,2.203
6011,car181,5.0,4.588,0.68,-0.038,-5.26
6011,car203,5.0,4.575,0.0,-0.099,9.54
6011,bus16,12.0,4.151,0.196,0.063,-8.12
6011,car185,5.0,4.203,0.0,-0.045,2.896
6011,car176,5.0,4.5,0.0,-0.171,-4.28
6011,car172,5.0,3.891,0.0,-0.032,9.565
6011,car173,5.0,3.879,0.015,0.078,6.264
6011,car168,5.0,3.805,0.04,0.342,7.456
6011,car164,5.0,3.886,-0.272,0.732,-6.687
6011,car206,5.0,5.99,0.0,0.043,7.889
6011,car201,5.0,5.971,0.0,-0.42,12.422
6011,car195,5.0,5.689,0.0,-0.881,9.846
6011,car191,5.0,6.503,0.0,0.033,-4.559
6011,car175,5.0,5.197,0.0,0.321,9.409
6011,car184,5.0,5.529,0.0,0.33,9.162
6011,car180,5.0,5.976,0.0,0.192,9.662
6012,car238,5.0,5.858,0.0,-0.353,8.167
6012,car229,5.0,5.482,0.0,-0.547,7.919
6012,car222,5.0,4.898,0.0,-0.571,9.079
6012,car221,5.0,3.852,0.0,-0.548,16.567
6012,car207,5.0,4.591,0.0,-0.396,8.376
6012,car199,5.0,5.577,0.0,-0.11,15.767
6012,car196,5.0,5.41,0.0,0.685,13.689
6012,car214,5.0,6.259,0.0,-0.146,11.256
6012,car171,5.0,6.328,0.0,-0.25,10.414
6012,car211,5.0,5.948,0.0,-0.645,12.064
6012,car152,5.0,3.615,0.0,-0.397,8.038
6012,car139,5.0,3.895,0.0,-0.245,10.172
6012,car204,5.0,4.904,0.0,-0.063,29.099
6012,car189,5.0,4.982,0.0,-0.036,9.306
6012,car208,5.0,4.867,0.0,-0.058,-4.746
6012,car197,5.0,4.396,0.045,-0.179,10.8
6012,car192,5.0,4.186,0.0,-0.295,9.343
6012,car160,5.0,3.809,0.0,-0.212,-0.474
6012,car178,5.0,4.447,0.0,-0.193,-6.708
6012,bus14,12.0,4.323,0.0,-0.397,7.329
6012,car166,5.0,3.603,0.0,-0.653,8.987
6012,car163,5.0,1.852,0.0,-1.692,9.707
6012,car194,5.0,5.162,0.306,-0.19,2.286
6012,car181,5.0,4.588,0.714,-0.01,-5.274
6012,car203,5.0,4.571,0.0,-0.119,9.539
6012,bus16,12.0,4.153,0.162,0.058,-8.121
6012,car185,5.0,4.202,0.0,-0.041,2.898
6012,car176,5.0,4.494,0.0,-0.173,-4.27
6012,car172,5.0,3.89,0.0,-0.03,9.544
6012,car173,5.0,3.881,-0.019,0.06,6.263
6012,car168,5.0,3.816,0.074,0.332,7.454
6012,car164,5.0,3.911,-0.306,0.732,-6.617
6012,car206,5.0,5.991,0.0,0.032,8.001
6012,car201,5.0,5.955,0.0,-0.473,12.42
6012,car195,5.0,5.658,0.0,-0.91,9.836
6012,car191,5.0,6.504,0.0,0.028,-4.479
6012,car175,5.0,5.207,0.0,0.31,9.433
6012,car184,5.0,5.54,0.0,0.33,9.173
6012,car180,5.0,5.983,0.0,0.191,9.677
6013,car238,5.0,5.846,0.0,-0.373,8.161
6013,car229,5.0,5.464,0.0,-0.53,7.906
6013,car222,5.0,4.878,0.0,-0.571,9.059
6013,car221,5.0,3.833,0.0,-0.557,16.532
6013,car207,5.0,4.578,0.0,-0.388,8.401
6013,car199,5.0,5.558,0.0,-0.562,15.8
6013,car196,5.0,5.418,0.0,0.235,13.684
6013,car214,5.0,6.254,0.0,-0.157,11.271
6013,car171,5.0,6.319,0.0,-0.268,10.417
6013,car211,5.0,5.927,0.0,-0.64,12.051
6013,car152,5.0,3.601,0.0,-0.385,8.005
6013,car139,5.0,3.887,-0.011,-0.244,10.181
6013,car204,5.0,4.902,0.0,-0.055,29.109
6013,car189,5.0,4.981,0.0,-0.028,9.309
6013,car208,5.0,4.863,0.0,-0.097,-4.75
6013,car197,5.0,4.39,0.011,-0.175,10.784
6013,car192,5.0,4.177,0.0,-0.272,9.336
6013,car160,5.0,3.802,0.0,-0.203,-0.486
6013,car178,5.0,4.44,0.0,-0.196,-6.699
6013,bus14,12.0,4.309,0.0,-0.414,7.325
6013,car166,5.0,3.581,0.0,-0.641,8.963
6013,car163,5.0,1.802,0.0,-1.488,9.646
6013,car194,5.0,5.156,0.272,-0.175,2.369
6013,car181,5.0,4.587,0.748,-0.023,-5.287
6013,car203,5.0,4.568,0.0,-0.108,9.539
6013,bus16,12.0,4.153,0.128,0.014,-8.122
6013,car185,5.0,4.197,0.0,-0.145,2.9
6013,car176,5.0,4.488,0.0,-0.175,-4.26
6013,car172,5.0,3.889,0.0,-0.035,9.524
6013,car173,5.0,3.883,-0.047,0.052,6.263
6013,car168,5.0,3.827,0.108,0.331,7.452
6013,car164,5.0,3.936,-0.34,0.734,-6.545
6013,car206,5.0,5.991,0.0,0.021,8.111
6013,car201,5.0,5.938,0.0,-0.501,12.419
6013,car195,5.0,5.627,0.0,-0.915,9.825
6013,car191,5.0,6.505,0.0,0.027,-4.399
6013,car175,5.0,5.218,0.0,0.296,9.458
6013,car184,5.0,5.552,0.0,0.335,9.185
6013,car180,5.0,5.99,0.0,0.214,9.691
6014,car238,5.0,5.833,0.0,-0.356,8.154
6014,car229,5.0,5.446,0.0,-0.538,7.893
6014,car222,5.0,4.859,0.0,-0.573,9.039
6014,car221,5.0,3.814,0.0,-0.553,16.496
