frame,id,width,xVelocity,yVelocity,xAcceleration,dhw
6161,car221,5.0,3.409,0.0,0.225,13.173
6161,car207,5.0,3.889,0.0,0.143,10.459
6161,car199,5.0,4.335,0.0,-0.104,19.881
6161,car170,5.0,4.853,0.0,-0.332,6.413
6161,car214,5.0,4.843,-0.544,-0.375,-1.846
6161,car171,5.0,4.173,0.0,-0.408,-0.226
6161,car211,5.0,4.748,0.0,-0.118,11.371
6161,car152,5.0,4.052,0.0,0.178,7.044
6161,car139,5.0,5.654,0.0,0.425,15.029
6161,car204,5.0,4.339,0.748,-0.206,26.295
6161,car189,5.0,4.091,0.0,-0.204,8.881
6161,car208,5.0,3.859,0.0,-0.242,-5.817
6161,car160,5.0,2.906,0.816,-0.067,12.833
6161,car178,5.0,4.159,0.068,0.203,6.911
6161,bus14,12.0,4.451,-0.027,0.396,7.304
6161,car166,5.0,5.529,0.0,0.391,10.346
6161,car198,5.0,5.91,1.156,-0.335,-3.934
6161,car194,5.0,5.088,0.0,0.101,5.353
6161,car181,5.0,5.008,0.0,-0.08,-3.179
6161,car197,5.0,3.966,0.0,-0.066,6.157
6161,car203,5.0,5.094,0.0,-0.163,-3.28
6161,car192,5.0,4.355,0.918,0.211,4.804
6161,car185,5.0,4.218,0.0,0.36,5.48
6161,car172,5.0,4.184,0.646,0.172,7.812
6161,car173,5.0,4.437,-0.029,0.297,6.988
6161,car215,5.0,3.701,0.0,0.877,0.054
6161,car190,5.0,4.331,0.0,0.871,10.251
6161,car206,5.0,5.258,0.0,-0.438,18.313
6161,car201,5.0,4.673,0.0,-0.558,10.718
6161,car195,5.0,4.179,0.0,-0.683,1.168
6161,bus16,12.0,4.338,0.714,-0.32,0.372
6161,car191,5.0,6.324,0.0,-0.03,3.145
6161,car176,5.0,4.297,0.0,0.036,-7.428
6161,car175,5.0,5.977,0.0,0.115,16.446
6162,car244,5.0,4.495,0.0,-0.292,9.19
6162,car238,5.0,4.245,0.0,-0.219,6.932
6162,car229,5.0,3.902,0.0,-0.268,5.827
6162,car222,5.0,3.549,0.0,-0.242,6.916
6162,car221,5.0,3.403,0.0,-0.183,13.168
6162,car207,5.0,3.894,0.0,0.122,10.475
6162,car199,5.0,4.331,0.0,-0.093,19.896
6162,car170,5.0,4.842,0.0,-0.319,6.425
6162,car214,5.0,4.831,-0.51,-0.36,-1.814
6162,car171,5.0,4.158,0.0,-0.418,-0.205
6162,car211,5.0,4.743,0.0,-0.152,11.39
6162,car152,5.0,4.057,0.0,0.146,7.05
6162,car139,5.0,5.667,0.0,0.393,15.084
6162,car204,5.0,4.333,0.782,-0.19,26.254
6162,car189,5.0,4.084,0.0,-0.205,8.873
6162,car208,5.0,3.85,0.0,-0.242,-5.825
6162,car160,5.0,2.904,0.782,-0.05,12.797
6162,car178,5.0,4.167,0.034,0.228,6.954
6162,bus14,12.0,4.463,0.007,0.378,7.314
6162,car166,5.0,5.542,0.0,0.381,10.383
6162,car198,5.0,5.902,1.156,-0.242,-3.881
6162,car194,5.0,5.093,0.0,0.148,5.325
6162,car181,5.0,5.005,0.0,-0.088,-3.148
6162,car197,5.0,3.964,0.0,-0.068,6.121
6162,car203,5.0,5.088,0.0,-0.177,-3.242
6162,car192,5.0,4.362,0.884,0.197,4.779
6162,car185,5.0,4.23,0.0,0.35,5.525
6162,car172,5.0,4.19,0.68,0.171,7.809
6162,car173,5.0,4.447,-0.006,0.318,6.997
6162,car215,5.0,3.73,0.0,0.852,0.013
6162,car190,5.0,4.36,0.0,0.859,10.272
6162,car206,5.0,5.243,0.0,-0.432,18.343
6162,car201,5.0,4.655,0.0,-0.546,10.698
6162,car195,5.0,4.156,0.0,-0.693,1.136
6162,bus16,12.0,4.329,0.68,-0.278,0.378
6162,car191,5.0,6.322,0.0,-0.052,3.212
6162,car176,5.0,4.299,0.0,0.043,-7.497
6162,car175,5.0,5.981,0.0,0.131,16.503
6163,car244,5.0,4.486,0.0,-0.267,9.175
6163,car238,5.0,4.238,0.0,-0.197,6.923
6163,car229,5.0,3.893,0.0,-0.27,5.815
6163,car222,5.0,3.54,0.0,-0.242,6.904
6163,car221,5.0,3.397,0.0,-0.18,13.163
6163,car207,5.0,3.897,0.0,0.115,10.492
6163,car199,5.0,4.33,0.0,-0.053,19.911
6163,car170,5.0,4.831,0.0,-0.324,6.437
6163,car214,5.0,4.818,-0.476,-0.386,-1.783
6163,car171,5.0,4.143,0.0,-0.451,-0.185
6163,car211,5.0,4.737,0.0,-0.173,11.411
6163,car152,5.0,4.062,0.0,0.139,7.056
6163,car139,5.0,5.68,0.0,0.383,15.139
6163,car204,5.0,4.326,0.816,-0.187,26.213
6163,car189,5.0,4.077,0.0,-0.201,8.864
6163,car208,5.0,3.842,0.0,-0.242,-5.833
6163,car160,5.0,2.902,0.748,-0.058,12.761
6163,car178,5.0,4.174,0.0,0.214,6.998
6163,bus14,12.0,4.477,0.041,0.388,7.324
6163,car166,5.0,5.555,0.0,0.382,10.419
6163,car198,5.0,5.895,1.122,-0.204,-3.83
6163,car194,5.0,5.097,0.0,0.132,5.298
6163,car181,5.0,5.002,0.0,-0.101,-3.117
6163,car197,5.0,3.962,0.0,-0.049,6.086
6163,car203,5.0,5.082,0.0,-0.192,-3.204
6163,car192,5.0,4.367,0.85,0.17,4.755
6163,car185,5.0,4.244,0.0,0.402,5.57
6163,car172,5.0,4.197,0.714,0.194,7.805
6163,car173,5.0,4.458,-0.014,0.314,7.006
6163,car215,5.0,3.758,0.0,0.825,-0.027
6163,car190,5.0,4.389,0.0,0.855,10.294
6163,car206,5.0,5.229,0.0,-0.423,18.372
6163,car201,5.0,4.636,0.0,-0.556,10.678
6163,car195,5.0,4.134,0.0,-0.653,1.104
6163,bus16,12.0,4.323,0.646,-0.173,0.384
6163,car176,5.0,4.3,0.0,0.041,3.215
6163,car191,5.0,6.32,0.0,-0.052,-7.434
6163,car175,5.0,5.985,0.0,0.111,16.495
6164,car244,5.0,4.477,0.0,-0.248,9.159
6164,car238,5.0,4.232,0.0,-0.19,6.915
6164,car229,5.0,3.884,0.0,-0.256,5.804
6164,car222,5.0,3.532,0.0,-0.242,6.892
6164,car221,5.0,3.391,0.0,-0.169,13.158
6164,car207,5.0,3.902,0.0,0.134,10.51
6164,car199,5.0,4.329,0.0,-0.026,19.926
6164,car170,5.0,4.821,0.0,-0.286,6.448
6164,car214,5.0,4.805,-0.442,-0.381,-1.751
6164,car171,5.0,4.127,0.0,-0.47,-0.165
6164,car211,5.0,4.73,0.0,-0.2,11.431
6164,car152,5.0,4.066,0.0,0.132,7.061
6164,car139,5.0,5.694,0.0,0.402,15.194
6164,car204,5.0,4.32,0.85,-0.185,26.172
6164,car189,5.0,4.07,0.0,-0.205,8.856
6164,car208,5.0,3.834,0.0,-0.242,-5.841
6164,car160,5.0,2.9,0.782,-0.049,12.725
6164,car178,5.0,4.181,0.0,0.225,7.041
6164,bus14,12.0,4.492,0.075,0.44,7.335
6164,car198,5.0,5.888,1.088,-0.211,-3.78
6164,car194,5.0,5.102,0.0,0.144,5.272
6164,car181,5.0,4.998,0.0,-0.099,-3.085
6164,car197,5.0,3.962,0.0,-0.01,6.051
6164,car203,5.0,5.075,0.0,-0.205,-3.166
6164,car192,5.0,4.374,0.816,0.197,4.731
6164,car185,5.0,4.257,-0.009,0.386,5.616
6164,car172,5.0,4.204,0.748,0.206,7.802
6164,car173,5.0,4.469,-0.019,0.326,7.015
6164,car215,5.0,3.786,0.0,0.815,-0.055
6164,car190,5.0,4.418,0.0,0.846,10.315
6164,car206,5.0,5.214,0.0,-0.429,18.399
6164,car201,5.0,4.617,0.0,-0.546,10.658
6164,car195,5.0,4.114,0.0,-0.561,1.071
6164,bus16,12.0,4.319,0.612,-0.116,0.391
6164,car176,5.0,4.301,0.0,0.031,3.214
6164,car191,5.0,6.319,0.0,-0.043,-7.366
6164,car175,5.0,5.988,0.0,0.099,16.484
6165,car244,5.0,4.469,0.0,-0.248,9.141
6165,car238,5.0,4.225,0.0,-0.19,6.907
6165,car229,5.0,3.875,0.0,-0.277,5.792
6165,car222,5.0,3.524,0.0,-0.242,6.88
6165,car221,5.0,3.386,0.0,-0.147,13.154
6165,car207,5.0,3.906,0.0,0.11,10.527
6165,car199,5.0,4.329,0.0,0.01,19.94
6165,car170,5.0,4.811,0.0,-0.303,6.46
6165,car214,5.0,4.792,-0.408,-0.377,-1.72
6165,car171,5.0,4.11,0.0,-0.493,-0.145
6165,car211,5.0,4.723,0.0,-0.198,11.452
6165,car152,5.0,4.071,0.0,0.146,7.067
6165,car139,5.0,5.708,0.0,0.401,15.25
6165,car204,5.0,4.313,0.884,-0.204,26.131
6165,car189,5.0,4.063,0.0,-0.207,8.847
6165,car208,5.0,3.826,0.0,-0.242,-5.849
6165,car160,5.0,2.899,0.816,-0.033,12.689
6165,car178,5.0,4.19,0.0,0.246,7.085
6165,bus14,12.0,4.505,0.109,0.4,7.346
6165,car198,5.0,5.881,1.054,-0.201,-3.731
6165,car194,5.0,5.106,0.0,0.126,5.245
6165,car181,5.0,4.995,0.0,-0.103,-3.053
6165,car197,5.0,3.961,0.0,-0.036,6.015
6165,car203,5.0,5.069,0.0,-0.182,-3.129
6165,car192,5.0,4.381,0.782,0.19,4.707
6165,car185,5.0,4.27,0.0,0.404,5.663
6165,car172,5.0,4.211,0.782,0.222,7.799
6165,car173,5.0,4.48,-0.053,0.318,7.024
6165,car215,5.0,3.813,0.0,0.803,-0.071
6165,car190,5.0,4.447,0.034,0.832,10.337
6165,car206,5.0,5.199,0.0,-0.432,18.424
6165,car201,5.0,4.599,0.0,-0.544,10.637
6165,car195,5.0,4.097,0.0,-0.507,1.038
6165,bus16,12.0,4.321,0.578,0.049,0.399
6165,car176,5.0,4.301,0.0,-0.005,3.213
6165,car191,5.0,6.317,0.0,-0.044,-7.297
6165,car175,5.0,5.991,0.0,0.094,16.472
6166,car244,5.0,4.46,0.0,-0.249,9.122
6166,car238,5.0,4.219,0.0,-0.183,6.898
6166,car229,5.0,3.866,0.0,-0.27,5.78
6166,car222,5.0,3.516,0.0,-0.242,6.868
6166,car221,5.0,3.381,0.0,-0.149,13.149
6166,car207,5.0,3.909,0.0,0.108,10.545
6166,car199,5.0,4.33,0.0,0.039,19.954
6166,car170,5.0,4.802,0.0,-0.266,6.472
6166,car214,5.0,4.778,-0.408,-0.396,-1.689
6166,car171,5.0,4.094,0.0,-0.489,-0.125
6166,car211,5.0,4.717,0.0,-0.191,11.473
6166,car152,5.0,4.076,0.0,0.132,7.072
6166,car139,5.0,5.721,0.0,0.391,15.306
6166,car204,5.0,4.306,0.918,-0.215,26.09
6166,car189,5.0,4.056,0.0,-0.218,8.839
6166,car208,5.0,3.817,0.0,-0.242,-5.857
6166,car160,5.0,2.898,0.85,-0.043,12.653
6166,car178,5.0,4.198,-0.034,0.227,7.129
6166,bus14,12.0,4.519,0.109,0.417,7.357
6166,car198,5.0,5.874,1.02,-0.214,-3.684
6166,car194,5.0,5.11,0.0,0.121,5.219
6166,car181,5.0,4.992,0.0,-0.096,-3.022
6166,car197,5.0,3.96,0.0,-0.03,5.98
6166,car203,5.0,5.062,0.0,-0.188,-3.091
6166,car192,5.0,4.388,0.748,0.204,4.685
6166,car185,5.0,4.284,0.0,0.391,5.71
6166,car172,5.0,4.219,0.816,0.234,7.796
6166,car173,5.0,4.491,-0.053,0.321,7.033
6166,car215,5.0,3.84,0.0,0.785,-0.076
6166,car190,5.0,4.474,0.068,0.807,10.358
6166,car206,5.0,5.185,0.0,-0.426,18.449
6166,car201,5.0,4.582,0.0,-0.5,10.617
6166,car195,5.0,4.085,0.0,-0.358,1.005
6166,bus16,12.0,4.322,0.544,0.054,0.407
6166,car176,5.0,4.301,0.0,-0.008,3.213
6166,car191,5.0,6.315,0.0,-0.059,-7.229
6166,car175,5.0,5.995,0.0,0.11,16.462
6167,car244,5.0,4.452,0.0,-0.254,9.102
6167,car238,5.0,4.213,0.0,-0.174,6.89
6167,car229,5.0,3.857,0.0,-0.255,5.768
6167,car222,5.0,3.507,0.0,-0.242,6.856
6167,car221,5.0,3.376,0.0,-0.142,13.145
6167,car207,5.0,3.914,0.0,0.121,10.564
6167,car199,5.0,4.333,0.0,0.089,19.968
6167,car170,5.0,4.793,0.0,-0.249,6.483
6167,car214,5.0,4.764,-0.374,-0.416,-1.658
6167,car171,5.0,4.077,0.0,-0.483,-0.106
6167,car211,5.0,4.71,0.0,-0.198,11.495
6167,car152,5.0,4.08,0.0,0.131,7.078
6167,car139,5.0,5.734,0.0,0.378,15.362
6167,car204,5.0,4.299,0.952,-0.195,26.049
6167,car189,5.0,4.048,0.0,-0.232,8.83
6167,car208,5.0,3.809,0.0,-0.242,-5.865
6167,car160,5.0,2.897,0.884,-0.031,12.617
6167,car178,5.0,4.206,-0.068,0.241,7.174
6167,bus14,12.0,4.532,0.075,0.373,7.368
6167,car198,5.0,5.866,0.986,-0.211,-3.637
6167,car194,5.0,5.115,0.0,0.119,5.194
6167,car181,5.0,4.988,0.0,-0.091,-2.99
6167,car197,5.0,3.958,0.0,-0.046,5.945
6167,car203,5.0,5.057,0.0,-0.169,-3.054
6167,car192,5.0,4.394,0.748,0.203,4.662
6167,car185,5.0,4.297,0.0,0.404,5.758
6167,car172,5.0,4.227,0.85,0.229,7.794
6167,car173,5.0,4.502,-0.019,0.328,7.042
6167,car215,5.0,3.866,0.0,0.778,-0.07
6167,car190,5.0,4.502,0.102,0.833,10.38
6167,car206,5.0,5.171,0.0,-0.417,18.471
6167,car201,5.0,4.565,0.0,-0.497,10.596
6167,car195,5.0,4.073,0.0,-0.349,0.971
6167,bus16,12.0,4.323,0.51,0.028,0.416
6167,car176,5.0,4.301,0.0,0.019,3.212
6167,car191,5.0,6.314,0.0,-0.052,-7.16
6167,car175,5.0,6.0,0.0,0.141,16.451
6168,car244,5.0,4.444,0.0,-0.234,9.08
6168,car238,5.0,4.207,0.0,-0.185,6.882
6168,car229,5.0,3.848,0.0,-0.255,5.755
6168,car222,5.0,3.499,0.0,-0.242,6.845
6168,car221,5.0,3.371,0.0,-0.136,13.14
6168,car207,5.0,3.917,0.0,0.105,10.582
6168,car199,5.0,4.337,0.0,0.111,19.983
6168,car170,5.0,4.786,0.0,-0.216,6.495
6168,car214,5.0,4.751,-0.34,-0.398,-1.628
6168,car171,5.0,4.061,0.0,-0.489,-0.087
6168,car211,5.0,4.703,0.0,-0.2,11.517
6168,car152,5.0,4.085,0.0,0.141,7.084
6168,car139,5.0,5.747,0.0,0.396,15.419
6168,car204,5.0,4.292,0.986,-0.2,26.008
6168,car189,5.0,4.041,0.0,-0.223,8.822
6168,car208,5.0,3.801,0.0,-0.242,-5.873
6168,car160,5.0,2.899,0.85,0.071,12.581
6168,car178,5.0,4.213,-0.102,0.215,7.218
6168,bus14,12.0,4.544,0.041,0.353,7.379
6168,car198,5.0,5.859,0.952,-0.217,-3.592
6168,car194,5.0,5.118,0.0,0.097,5.169
6168,car181,5.0,4.985,0.0,-0.107,-2.957
6168,car197,5.0,3.956,0.0,-0.056,5.91
6168,car203,5.0,5.051,0.0,-0.155,-3.017
6168,car192,5.0,4.401,0.714,0.202,4.64
6168,car185,5.0,4.311,0.0,0.389,5.806
6168,car172,5.0,4.235,0.884,0.243,7.791
6168,car173,5.0,4.514,0.015,0.337,7.052
6168,car215,5.0,3.892,0.0,0.767,-0.053
6168,car190,5.0,4.53,0.136,0.825,10.402
6168,car206,5.0,5.156,0.0,-0.428,18.493
6168,car201,5.0,4.548,0.0,-0.488,10.575
6168,car195,5.0,4.061,0.0,-0.369,0.938
6168,bus16,12.0,4.324,0.476,0.033,0.424
6168,car176,5.0,4.303,0.0,0.043,3.211
6168,car191,5.0,6.313,0.0,-0.031,-7.092
6168,car175,5.0,6.004,0.0,0.122,1.557
6169,car244,5.0,4.436,0.0,-0.233,9.057
6169,car238,5.0,4.201,0.0,-0.185,6.874
6169,car229,5.0,3.84,0.0,-0.253,5.743
6169,car222,5.0,3.491,0.0,-0.242,6.833
6169,car221,5.0,3.367,0.0,-0.13,13.136
6169,car207,5.0,3.921,0.0,0.112,10.601
6169,car199,5.0,4.344,0.0,0.213,19.997
6169,car170,5.0,4.778,0.0,-0.23,6.506
6169,car214,5.0,4.737,-0.306,-0.41,-1.597
6169,car171,5.0,4.044,0.0,-0.491,-0.068
6169,car211,5.0,4.697,0.0,-0.204,11.539
6169,car152,5.0,4.09,0.0,0.155,7.09
6169,car139,5.0,5.761,0.0,0.405,15.476
6169,car204,5.0,4.285,0.986,-0.222,25.966
6169,car189,5.0,4.033,0.0,-0.222,8.813
6169,car208,5.0,3.793,0.0,-0.242,-5.881
6169,car160,5.0,2.905,0.816,0.173,12.545
6169,car178,5.0,4.221,-0.136,0.23,7.263
6169,bus14,12.0,4.556,0.075,0.345,7.39
6169,car198,5.0,5.851,0.918,-0.239,-3.548
6169,car194,5.0,5.121,0.0,0.108,5.144
6169,car181,5.0,4.981,0.0,-0.109,-2.925
6169,car197,5.0,3.954,0.0,-0.067,5.875
6169,car203,5.0,5.046,0.0,-0.157,-2.979
6169,car192,5.0,4.408,0.68,0.211,4.618
6169,car185,5.0,4.323,0.0,0.366,5.854
6169,car172,5.0,4.244,0.918,0.248,7.789
6169,car173,5.0,4.525,0.027,0.344,7.061
6169,car215,5.0,3.922,0.0,0.869,-0.024
6169,car190,5.0,4.558,0.17,0.809,10.423
6169,car206,5.0,5.141,0.0,-0.43,18.512
6169,car201,5.0,4.532,0.0,-0.488,10.555
6169,car195,5.0,4.048,0.0,-0.359,0.904
6169,bus16,12.0,4.326,0.442,0.054,0.434
6169,car176,5.0,4.304,0.0,0.041,3.21
6169,car191,5.0,6.311,0.0,-0.048,-7.024
6169,car175,5.0,6.009,0.0,0.138,1.617
6170,car244,5.0,4.428,0.0,-0.225,9.033
6170,car238,5.0,4.195,0.0,-0.172,6.866
6170,car229,5.0,3.832,0.0,-0.237,5.731
6170,car222,5.0,3.483,0.0,-0.242,6.821
6170,car221,5.0,3.363,0.0,-0.133,13.132
6170,car207,5.0,3.925,0.0,0.127,10.62
6170,car199,5.0,4.354,0.0,0.268,20.012
6170,car170,5.0,4.771,0.0,-0.207,6.518
6170,car214,5.0,4.723,-0.272,-0.413,-1.567
6170,car171,5.0,4.027,0.0,-0.493,-0.049
6170,car211,5.0,4.69,0.0,-0.186,11.561
6170,car152,5.0,4.096,0.0,0.166,7.095
6170,car139,5.0,5.775,0.0,0.408,15.533
6170,car204,5.0,4.278,0.952,-0.195,25.925
6170,car189,5.0,4.026,0.0,-0.218,8.805
6170,car208,5.0,3.785,0.0,-0.242,-5.889
6170,car160,5.0,2.914,0.0,0.275,12.51
6170,car178,5.0,4.229,-0.17,0.243,7.308
6170,bus14,12.0,4.568,0.075,0.349,7.402
6170,car198,5.0,5.843,0.884,-0.242,-3.505
6170,car194,5.0,5.126,0.0,0.119,5.119
6170,car181,5.0,4.978,0.0,-0.087,-2.893
6170,car197,5.0,3.951,0.0,-0.071,5.841
6170,car203,5.0,5.041,0.0,-0.138,-2.942
6170,car192,5.0,4.416,0.646,0.211,4.597
6170,car185,5.0,4.335,0.0,0.358,5.902
6170,car172,5.0,4.253,0.952,0.265,7.787
6170,car173,5.0,4.537,-0.007,0.341,7.071
6170,car215,5.0,3.951,0.0,0.864,0.016
6170,car190,5.0,4.585,0.204,0.804,10.445
6170,car206,5.0,5.128,0.0,-0.39,18.531
6170,car201,5.0,4.516,0.0,-0.478,10.534
6170,car195,5.0,4.037,0.0,-0.335,0.869
6170,bus16,12.0,4.328,0.408,0.06,0.444
6170,car176,5.0,4.306,0.0,0.041,3.21
6170,car191,5.0,6.31,0.0,-0.039,-6.956
6170,car175,5.0,6.014,0.0,0.152,1.677
6171,car244,5.0,4.42,0.0,-0.23,9.007
6171,car238,5.0,4.189,0.0,-0.159,6.858
6171,car229,5.0,3.822,0.0,-0.27,5.718
6171,car222,5.0,3.474,0.0,-0.242,6.809
6171,car221,5.0,3.357,0.0,-0.151,13.128
6171,car207,5.0,3.93,0.0,0.148,10.64
6171,car199,5.0,4.363,0.0,0.27,20.026
6171,car170,5.0,4.764,0.0,-0.219,6.53
6171,car214,5.0,4.708,-0.238,-0.442,-1.537
6171,car171,5.0,4.011,0.0,-0.475,-0.031
6171,car211,5.0,4.683,0.0,-0.201,11.584
6171,car152,5.0,4.101,0.0,0.149,7.101
6171,car139,5.0,5.788,0.0,0.384,15.59
6171,car204,5.0,4.272,0.918,-0.189,25.884
6171,car189,5.0,4.018,0.0,-0.223,8.796
6171,car208,5.0,3.776,0.0,-0.242,-5.898
6171,car160,5.0,2.914,-0.034,-0.006,12.475
6171,car178,5.0,4.238,-0.204,0.25,7.353
6171,bus14,12.0,4.578,0.109,0.311,7.413
6171,car198,5.0,5.835,0.85,-0.235,-3.464
6171,car194,5.0,5.129,0.0,0.105,5.095
6171,car181,5.0,4.974,0.0,-0.109,-2.86
6171,car197,5.0,3.949,0.0,-0.079,5.806
6171,car203,5.0,5.037,0.0,-0.14,-2.905
6171,car192,5.0,4.423,0.612,0.202,4.576
6171,car185,5.0,4.348,0.0,0.366,5.951
6171,car172,5.0,4.262,0.986,0.273,7.786
6171,car173,5.0,4.548,0.027,0.331,7.081
6171,car215,5.0,3.981,0.0,0.866,0.058
6171,car190,5.0,4.612,0.238,0.799,10.466
6171,car206,5.0,5.115,0.0,-0.372,18.548
6171,car201,5.0,4.5,0.0,-0.461,10.513
6171,car195,5.0,4.026,0.0,-0.325,0.835
6171,bus16,12.0,4.33,0.374,0.054,0.454
6171,car176,5.0,4.308,0.0,0.08,3.209
6171,car191,5.0,6.309,0.0,-0.024,-6.888
6171,car175,5.0,6.02,0.0,0.17,1.737
6172,car244,5.0,4.413,0.0,-0.207,8.98
6172,car238,5.0,4.184,0.0,-0.167,6.851
6172,car229,5.0,3.813,0.0,-0.266,5.706
6172,car222,5.0,3.466,0.0,-0.242,6.797
6172,car221,5.0,3.352,0.0,-0.145,13.124
6172,car207,5.0,3.935,0.0,0.133,10.659
6172,car199,5.0,4.372,0.0,0.282,20.041
6172,car170,5.0,4.755,0.0,-0.244,6.541
6172,car214,5.0,4.693,-0.204,-0.427,-1.507
6172,car171,5.0,4.003,0.0,-0.242,-0.013
6172,car211,5.0,4.676,0.0,-0.212,11.607
6172,car152,5.0,4.105,0.0,0.131,7.107
6172,car139,5.0,5.801,0.0,0.369,15.648
6172,car204,5.0,4.266,0.884,-0.174,25.843
6172,car189,5.0,4.01,0.0,-0.219,8.787
6172,car208,5.0,3.768,0.0,-0.242,-5.906
6172,car160,5.0,2.914,-0.068,0.007,12.439
6172,car178,5.0,4.246,-0.238,0.256,7.398
6172,bus14,12.0,4.589,0.109,0.305,7.425
6172,car198,5.0,5.826,0.816,-0.242,-3.424
6172,car194,5.0,5.132,0.0,0.095,5.072
6172,car181,5.0,4.969,0.0,-0.161,-2.828
6172,car197,5.0,3.947,0.0,-0.055,5.771
6172,car203,5.0,5.031,0.0,-0.157,-2.869
6172,car192,5.0,4.43,0.578,0.208,4.556
6172,car185,5.0,4.359,0.0,0.337,6.0
6172,car172,5.0,4.271,1.02,0.279,7.784
6172,car173,5.0,4.559,0.041,0.319,7.091
6172,car215,5.0,4.01,0.0,0.859,0.101
6172,car190,5.0,4.639,0.272,0.778,10.488
6172,car206,5.0,5.103,0.0,-0.371,18.564
6172,car201,5.0,4.484,0.0,-0.458,10.492
6172,car195,5.0,4.015,0.0,-0.329,0.801
6172,bus16,12.0,4.332,0.34,0.057,0.465
6172,car176,5.0,4.31,0.0,0.05,3.208
6172,car191,5.0,6.309,0.0,-0.005,-6.82
6172,car175,5.0,6.026,0.0,0.175,1.796
6173,car244,5.0,4.406,0.0,-0.218,8.952
6173,car238,5.0,4.175,0.0,-0.255,6.843
6173,car229,5.0,3.805,0.0,-0.246,5.693
6173,car222,5.0,3.458,0.034,-0.242,6.785
6173,car221,5.0,3.347,0.0,-0.162,13.12
6173,car207,5.0,3.939,0.0,0.123,10.68
6173,car199,5.0,4.383,0.0,0.317,20.056
6173,car170,5.0,4.746,0.0,-0.274,6.553
6173,car214,5.0,4.68,-0.17,-0.389,-1.477
6173,car171,5.0,3.986,0.0,-0.491,0.005
6173,car211,5.0,4.669,0.0,-0.212,11.63
6173,car152,5.0,4.11,0.0,0.127,7.113
6173,car139,5.0,5.813,0.0,0.367,15.706
6173,car204,5.0,4.259,0.85,-0.191,25.802
6173,car189,5.0,4.003,0.0,-0.224,8.779
6173,car208,5.0,3.76,0.0,-0.242,-5.914
6173,car160,5.0,2.915,-0.102,0.023,12.404
6173,car178,5.0,4.255,-0.238,0.264,7.444
6173,bus14,12.0,4.599,0.143,0.317,7.437
6173,car198,5.0,5.818,0.782,-0.242,-3.384
6173,car194,5.0,5.134,0.0,0.062,-3.194
6173,car181,5.0,4.964,0.0,-0.16,-2.795
6173,car197,5.0,3.945,0.0,-0.057,5.736
6173,car203,5.0,5.026,0.0,-0.154,-2.832
6173,car192,5.0,4.437,0.544,0.203,4.536
6173,car185,5.0,4.371,0.0,0.338,6.05
6173,car172,5.0,4.282,1.054,0.3,7.783
6173,car173,5.0,4.57,0.007,0.324,7.1
6173,car215,5.0,4.039,0.0,0.865,0.145
6173,car190,5.0,4.665,0.306,0.773,10.509
6173,car206,5.0,5.089,0.0,-0.405,18.578
6173,car201,5.0,4.469,0.0,-0.464,10.471
6173,car195,5.0,4.004,0.0,-0.322,0.766
6173,bus16,12.0,4.334,0.306,0.069,0.476
6173,car176,5.0,4.313,0.0,0.076,3.207
6173,car191,5.0,6.308,0.0,-0.017,-6.752
6173,car175,5.0,6.032,0.0,0.175,1.856
6174,car244,5.0,4.398,0.034,-0.218,8.923
6174,car238,5.0,4.167,0.0,-0.234,6.835
6174,car229,5.0,3.797,0.0,-0.245,5.68
6174,car222,5.0,3.45,0.068,-0.242,6.774
6174,car221,5.0,3.342,-0.034,-0.16,13.117
6174,car207,5.0,3.946,0.0,0.196,10.7
6174,car199,5.0,4.393,0.0,0.3,20.072
6174,car170,5.0,4.736,0.0,-0.284,6.565
6174,car214,5.0,4.666,-0.136,-0.409,-1.447
6174,car171,5.0,3.969,0.0,-0.49,0.023
6174,car211,5.0,4.662,0.0,-0.204,11.654
6174,car152,5.0,4.114,0.0,0.133,7.118
6174,car139,5.0,5.826,0.0,0.371,15.764
6174,car204,5.0,4.253,0.816,-0.173,25.76
6174,car189,5.0,3.995,0.0,-0.219,8.77
6174,car208,5.0,3.752,0.0,-0.242,-5.922
6174,car160,5.0,2.917,-0.136,0.047,12.37
6174,car178,5.0,4.265,-0.204,0.285,7.489
6174,bus14,12.0,4.611,0.177,0.337,7.449
6174,car198,5.0,5.81,0.748,-0.251,-3.346
6174,car194,5.0,5.135,0.0,0.015,-3.164
6174,car181,5.0,4.958,0.0,-0.159,-2.762
6174,car197,5.0,3.943,0.0,-0.061,5.702
6174,car203,5.0,5.021,0.0,-0.157,-2.795
6174,car192,5.0,4.443,0.51,0.196,4.516
6174,car185,5.0,4.382,0.0,0.327,6.1
6174,car172,5.0,4.292,1.088,0.309,7.783
6174,car173,5.0,4.581,-0.027,0.319,7.11
6174,car215,5.0,4.069,0.0,0.864,0.191
6174,car190,5.0,4.69,0.34,0.747,10.53
6174,car206,5.0,5.075,0.0,-0.407,18.591
6174,car201,5.0,4.453,0.0,-0.454,10.45
6174,car195,5.0,3.993,0.0,-0.31,0.731
6174,bus16,12.0,4.338,0.272,0.1,0.488
6174,car176,5.0,4.315,0.0,0.072,3.207
6174,car191,5.0,6.308,0.0,-0.017,-6.684
6174,car175,5.0,6.037,0.0,0.166,1.915
6175,car244,5.0,4.391,0.068,-0.215,8.892
6175,car238,5.0,4.159,0.0,-0.235,6.827
